,0,,1,",",2
3156,73,",",15,",",35.3965683
3157,73,",",14.54382992,",",35.5
3158,73,",",17,",",34.88830185
3159,73,",",19,",",34.31766129
3160,73,",",18.3835392,",",34.5
3161,73,",",21,",",33.67826843
3162,73,",",23,",",32.97034454
3163,73,",",21.52286911,",",33.5
3164,73,",",25,",",32.20067596
3165,73,",",24.24551392,",",32.5
3166,73,",",27,",",31.36934471
3167,73,",",26.69810867,",",31.5
3168,73,",",29,",",30.4774971
3169,73,",",28.95173645,",",30.5
3170,73,",",31,",",29.52627754
3171,72.16416168,",",33,",",28.5
3172,73,",",33,",",28.52184105
3173,73,",",31.05444145,",",29.5
3174,73,",",35,",",27.4682827
3175,73,",",34.94200516,",",27.5
3176,73,",",33.04309082,",",28.5
3177,73,",",37,",",26.36957359
3178,73,",",36.76973343,",",26.5
3179,73,",",39,",",25.23327065
3180,73,",",38.54175949,",",25.5
3181,73,",",41,",",24.06653023
3182,73,",",40.27016068,",",24.5
3183,73,",",43,",",22.8768177
3184,73,",",41.96500015,",",23.5
3185,71.35941315,",",45,",",21.5
3186,73,",",45,",",21.67165565
3187,73,",",43.63494492,",",22.5
3188,73,",",47,",",20.45675087
3189,73,",",46.93041611,",",20.5
3190,73,",",45.28769302,",",21.5
3191,73,",",49,",",19.2343502
3192,73,",",48.57045364,",",19.5
3193,73,",",51,",",18.01804924
3194,73,",",50.21343613,",",18.5
3195,73,",",53,",",16.81375122
3196,73,",",51.86521149,",",17.5
3197,72.01792145,",",55,",",15.5
3198,73,",",55,",",15.62654781
3199,73,",",53.53155136,",",16.5
3200,73,",",57,",",14.45950985
3201,73,",",56.93112183,",",14.5
3202,73,",",55.21818924,",",15.5
3203,73,",",59,",",13.31450272
3204,73,",",58.67657089,",",13.5
3205,73,",",61,",",12.19831562
3206,73,",",60.45963669,",",12.5
3207,73,",",63,",",11.11291504
3208,73,",",62.28630066,",",11.5
3209,73,",",65,",",10.05964661
3210,73,",",64.16273117,",",10.5
3211,73,",",67,",",9.039321899
3212,73,",",66.09529877,",",9.5
3213,73,",",69,",",8.052307606
3214,73,",",68.09062958,",",8.5
3215,73,",",71,",",7.098601341
3216,73,",",70.15562439,",",7.5
3217,73,",",73,",",6.177902222
3218,73,",",72.2975235,",",6.5
3219,73,",",75,",",5.289676666
3220,73,",",74.52394867,",",5.5
3221,73,",",77,",",4.433208466
3222,73,",",76.84295654,",",4.5
3223,71.47488403,",",79,",",3.5
3224,73,",",79,",",3.605962038
3225,73,",",81,",",2.807456255
3226,73,",",79.26368713,",",3.5
3227,73,",",83,",",2.037856221
3228,73,",",81.79521179,",",2.5
3229,73,",",85,",",1.296164334
3230,73,",",84.44703674,",",1.5
3231,71.17926025,",",87,",",0.5
3232,73,",",87,",",0.580340177
3233,73,",",87.23034668,",",0.5
3234,75,",",1,",",36.82723999
3235,75,",",3,",",36.77042007
3236,75,",",5,",",36.65647125
3237,74.88994598,",",7,",",36.5
3238,75,",",7,",",36.48450089
3239,75,",",6.827131748,",",36.5
3240,73.11116791,",",9,",",36.5
3241,75,",",9,",",36.24647903
3242,75,",",11,",",35.94901276
3243,75,",",13,",",35.59296417
3244,75,",",15,",",35.16677094
3245,75,",",13.45355225,",",35.5
3246,75,",",17,",",34.68027115
3247,75,",",19,",",34.12540817
3248,75,",",17.67197227,",",34.5
3249,75,",",21,",",33.51224136
3250,75,",",23,",",32.82577896
3251,75,",",21.03740883,",",33.5
3252,75,",",25,",",32.08008575
3253,75,",",23.89728928,",",32.5
3254,75,",",27,",",31.27496338
3255,75,",",26.45945358,",",31.5
3256,75,",",29,",",30.41115952
3257,75,",",28.80237961,",",30.5
3258,74.48330688,",",31,",",29.5
3259,75,",",31,",",29.49049377
3260,75,",",30.98019791,",",29.5
3261,75,",",33,",",28.51523209
3262,75,",",35,",",27.49143219
3263,75,",",34.98387909,",",27.5
3264,75,",",33.03089142,",",28.5
3265,75,",",37,",",26.42212868
3266,75,",",36.85893631,",",26.5
3267,75,",",39,",",25.31389427
3268,75,",",38.67285538,",",25.5
3269,75,",",41,",",24.17326927
3270,75,",",40.43869781,",",24.5
3271,75,",",43,",",23.00720787
3272,75,",",42.16723251,",",23.5
3273,75,",",45,",",21.82283592
3274,75,",",43.86761856,",",22.5
3275,73.49066925,",",47,",",20.5
3276,75,",",47,",",20.62721062
3277,75,",",45.54788971,",",21.5
3278,75,",",49,",",19.42444992
3279,75,",",48.87670517,",",19.5
3280,75,",",47.21527481,",",20.5
3281,75,",",51,",",18.21940994
3282,75,",",50.5389595,",",18.5
3283,75,",",53,",",17.0229702
3284,75,",",52.20767975,",",17.5
3285,75,",",55,",",15.84042263
3286,75,",",53.88861847,",",16.5
3287,73.36326599,",",57,",",14.5
3288,75,",",57,",",14.67630577
3289,75,",",55.58747482,",",15.5
3290,74.67854309,",",59,",",13.5
3291,75,",",59,",",13.53441048
3292,75,",",57.30994797,",",14.5
3293,75,",",61,",",12.41555405
3294,75,",",60.84934616,",",12.5
3295,75,",",59.06179428,",",13.5
3296,75,",",63,",",11.32446098
3297,75,",",62.67813873,",",11.5
3298,75,",",65,",",10.26381969
3299,75,",",64.55405426,",",10.5
3300,75,",",67,",",9.234764099
3301,75,",",66.48339081,",",9.5
3302,75,",",69,",",8.23795557
3303,75,",",68.47268677,",",8.5
3304,75,",",71,",",7.273655891
3305,75,",",70.52877808,",",7.5
3306,75,",",73,",",6.341796875
3307,75,",",72.65882874,",",6.5
3308,75,",",75,",",5.442042828
3309,75,",",74.87038422,",",5.5
3310,73.95023346,",",77,",",4.5
3311,75,",",77,",",4.572618484
3312,75,",",79,",",3.732801914
3313,75,",",77.17188263,",",4.5
3314,75,",",81,",",2.92286849
3315,75,",",79.57189941,",",3.5
3316,75,",",83,",",2.141967177
3317,75,",",82.07918549,",",2.5
3318,75,",",85,",",1.389178097
3319,75,",",84.7035141,",",1.5
3320,75,",",87,",",0.661496386
3321,75,",",87.4566803,",",0.5
3322,76.76751709,",",3,",",36.5
3323,77,",",3,",",36.46255493
3324,77,",",1.685537517,",",36.5
3325,77,",",1,",",36.5187645
3326,76.04131317,",",5,",",36.5
3327,77,",",5,",",36.3484726
3328,77,",",7,",",36.17710876
3329,77,",",9,",",35.94846725
3330,77,",",11,",",35.66285706
3331,75.68693542,",",13,",",35.5
3332,77,",",13,",",35.31391907
3333,77,",",11.9571867,",",35.5
3334,77,",",15,",",34.9017868
3335,76.47232819,",",17,",",34.5
3336,77,",",17,",",34.43249512
3337,77,",",16.72411823,",",34.5
3338,77,",",19,",",33.89331055
3339,75.11800385,",",21,",",33.5
3340,77,",",21,",",33.29648209
3341,77,",",20.33944321,",",33.5
3342,77,",",23,",",32.63677597
3343,77,",",25,",",31.91223335
3344,77,",",23.3918438,",",32.5
3345,77,",",27,",",31.13059235
3346,77,",",26.07712364,",",31.5
3347,77,",",29,",",30.29229546
3348,77,",",28.52042961,",",30.5
3349,77,",",31,",",29.39874458
3350,77,",",30.78155136,",",29.5
3351,75.49785614,",",33,",",28.5
3352,77,",",33,",",28.45236206
3353,77,",",32.90300751,",",28.5
3354,77,",",35,",",27.45660019
3355,77,",",34.91584396,",",27.5
3356,77,",",37,",",26.41588211
3357,77,",",36.84334564,",",26.5
3358,77,",",39,",",25.33547211
3359,77,",",38.70344925,",",25.5
3360,77,",",41,",",24.2213192
3361,77,",",40.51039124,",",24.5
3362,77,",",43,",",23.07984543
3363,77,",",42.27578354,",",23.5
3364,77,",",45,",",21.91773033
3365,77,",",44.00940323,",",22.5
3366,77,",",47,",",20.74170685
3367,77,",",45.71971512,",",21.5
3368,76.10733032,",",49,",",19.5
3369,77,",",49,",",19.5583477
3370,77,",",47.41426849,",",20.5
3371,77,",",51,",",18.36953354
3372,77,",",50.78355789,",",18.5
3373,77,",",49.09994888,",",19.5
3374,77,",",53,",",17.18403816
3375,77,",",52.47135162,",",17.5
3376,77,",",55,",",16.00936508
3377,77,",",54.16903687,",",16.5
3378,77,",",57,",",14.85023689
3379,77,",",55.88230515,",",15.5
3380,77,",",59,",",13.71067524
3381,77,",",57.61683655,",",14.5
3382,75.93112946,",",61,",",12.5
3383,77,",",61,",",12.59401703
3384,77,",",59.37834167,",",13.5
3385,76.96603394,",",63,",",11.5
3386,77,",",63,",",11.50294781
3387,77,",",61.17260742,",",12.5
3388,77,",",65,",",10.43807316
3389,77,",",64.88357544,",",10.5
3390,77,",",63.00554657,",",11.5
3391,77,",",67,",",9.403162956
3392,77,",",66.81245422,",",9.5
3393,77,",",69,",",8.399235725
3394,77,",",68.79862976,",",8.5
3395,77,",",71,",",7.426814079
3396,77,",",70.84884644,",",7.5
3397,77,",",73,",",6.48606205
3398,77,",",72.97021484,",",6.5
3399,75.85966492,",",75,",",5.5
3400,77,",",75,",",5.575491428
3401,77,",",77,",",4.695504189
3402,77,",",75.17066956,",",5.5
3403,77,",",79,",",3.845895767
3404,77,",",77.45794678,",",4.5
3405,77,",",81,",",3.026042223
3406,77,",",79.84037781,",",3.5
3407,77,",",83,",",2.23520112
3408,77,",",82.32698059,",",2.5
3409,77,",",85,",",1.472541571
3410,77,",",84.92743683,",",1.5
3411,77,",",87,",",0.734212786
3412,77,",",87.6541748,",",0.5
3413,79,",",1,",",36.173172
3414,77.11380005,",",1,",",36.5
3415,79,",",3,",",36.11824036
3416,79,",",5,",",36.0082283
3417,79,",",7,",",35.84308243
3418,79,",",9,",",35.62289047
3419,78.0385437,",",11,",",35.5
3420,79,",",11,",",35.34210587
3421,79,",",9.897490501,",",35.5
3422,79,",",13,",",35.00071716
3423,79,",",15,",",34.6048851
3424,79,",",17,",",34.14292908
3425,79,",",15.4705801,",",34.5
3426,79,",",19,",",33.62532425
3427,79,",",21,",",33.04179382
3428,79,",",19.44525909,",",33.5
3429,78.1940155,",",23,",",32.5
3430,79,",",23,",",32.4039402
3431,79,",",22.71033859,",",32.5
3432,79,",",25,",",31.70179558
3433,79,",",27,",",30.94111061
3434,79,",",25.54763794,",",31.5
3435,79,",",29,",",30.12590218
3436,79,",",28.10303688,",",30.5
3437,79,",",31,",",29.25724411
3438,79,",",30.45717812,",",29.5
3439,79,",",33,",",28.33713341
3440,79,",",32.65702057,",",28.5
3441,79,",",35,",",27.36851883
3442,79,",",34.73687744,",",27.5
3443,79,",",37,",",26.35526085
3444,79,",",36.7224617,",",26.5
3445,79,",",39,",",25.30204773
3446,79,",",38.6335144,",",25.5
3447,79,",",41,",",24.21425819
3448,79,",",40.48560715,",",24.5
3449,79,",",43,",",23.09778595
3450,79,",",42.29135895,",",23.5
3451,79,",",45,",",21.95885086
3452,79,",",44.06128311,",",22.5
3453,79,",",47,",",20.80381203
3454,79,",",45.80438995,",",21.5
3455,79,",",49,",",19.63896942
3456,79,",",47.52861404,",",20.5
3457,79,",",51,",",18.46939087
3458,79,",",50.94859695,",",18.5
3459,79,",",49.24112701,",",19.5
3460,79,",",53,",",17.29741096
3461,79,",",52.65765762,",",17.5
3462,79,",",55,",",16.1333828
3463,79,",",54.37424088,",",16.5
3464,79,",",57,",",14.98213005
3465,79,",",56.1040802,",",15.5
3466,79,",",59,",",13.84783936
3467,79,",",57.8528595,",",14.5
3468,79,",",61,",",12.73405647
3469,79,",",59.62627792,",",13.5
3470,79,",",63,",",11.64370346
3471,79,",",61.43008804,",",12.5
3472,77.86470795,",",65,",",10.5
3473,79,",",65,",",10.57910824
3474,79,",",63.27015305,",",11.5
3475,78.38356018,",",67,",",9.5
3476,79,",",67,",",9.542057037
3477,79,",",65.15248871,",",10.5
3478,78.48810577,",",69,",",8.5
3479,79,",",69,",",8.533846855
3480,79,",",67.0832901,",",9.5
3481,78.12796783,",",71,",",7.5
3482,79,",",71,",",7.555342674
3483,79,",",69.06899261,",",8.5
3484,77.22627258,",",73,",",6.5
3485,79,",",73,",",6.607034206
3486,79,",",71.11630249,",",7.5
3487,79,",",75,",",5.68909502
3488,79,",",73.2322464,",",6.5
3489,79,",",77,",",4.801433086
3490,79,",",75.42422485,",",5.5
3491,79,",",79,",",3.943736315
3492,79,",",77.70009613,",",4.5
3493,79,",",81,",",3.11551857
3494,79,",",80.0681839,",",3.5
3495,79,",",83,",",2.316153765
3496,79,",",82.53742981,",",2.5
3497,77.75891876,",",85,",",1.5
3498,79,",",85,",",1.544313908
3499,79,",",87,",",0.797224224
3500,79,",",85.11781311,",",1.5
3501,79,",",87.82119751,",",0.5
3502,81,",",1,",",35.80285263
3503,81,",",3,",",35.74977493
3504,81,",",5,",",35.64350128
3505,80.91201019,",",7,",",35.5
3506,81,",",7,",",35.48345566
3507,81,",",6.800766468,",",35.5
3508,79.70372009,",",9,",",35.5
3509,81,",",9,",",35.26303101
3510,81,",",11,",",34.98816681
3511,81,",",13,",",34.6596756
3512,79.64544678,",",15,",",34.5
3513,81,",",15,",",34.27025986
3514,81,",",13.84171295,",",34.5
3515,81,",",17,",",33.82243347
3516,79.83505249,",",19,",",33.5
3517,81,",",19,",",33.31790543
3518,81,",",18.29875565,",",33.5
3519,81,",",21,",",32.75244141
3520,81,",",23,",",32.12831497
3521,81,",",21.8302002,",",32.5
3522,80.62071991,",",25,",",31.5
3523,81,",",25,",",31.45096588
3524,81,",",24.86093903,",",31.5
3525,81,",",27,",",30.71085548
3526,81,",",29,",",29.91648865
3527,81,",",27.54690361,",",30.5
3528,81,",",31,",",29.07059097
3529,81,",",30.0043354,",",29.5
3530,81,",",33,",",28.17481804
3531,81,",",32.29118347,",",28.5
3532,81,",",35,",",27.23168945
3533,81,",",34.44532013,",",27.5
3534,81,",",37,",",26.24458313
3535,81,",",36.49511719,",",26.5
3536,81,",",39,",",25.21766281
3537,81,",",38.46232605,",",25.5
3538,81,",",41,",",24.15577507
3539,81,",",40.36402893,",",24.5
3540,81,",",43,",",23.06430817
3541,81,",",42.21399307,",",23.5
3542,81,",",45,",",21.94902039
3543,81,",",44.0235939,",",22.5
3544,81,",",47,",",20.81587219
3545,81,",",45.80248642,",",21.5
3546,81,",",49,",",19.67085266
3547,81,",",47.55908966,",",20.5
3548,80.19442749,",",51,",",18.5
3549,81,",",51,",",18.51981354
3550,81,",",49.30092621,",",19.5
3551,81,",",53,",",17.3640995
3552,81,",",52.76751328,",",17.5
3553,81,",",51.03487778,",",18.5
3554,81,",",55,",",16.2130394
3555,81,",",54.50520325,",",16.5
3556,81,",",57,",",15.07215118
3557,81,",",56.25378418,",",15.5
3558,81,",",59,",",13.94572353
3559,81,",",58.01897812,",",14.5
3560,81,",",61,",",12.83745193
3561,81,",",59.80649948,",",13.5
3562,81,",",63,",",11.75044346
3563,81,",",61.62208939,",",12.5
3564,81,",",65,",",10.68723965
3565,81,",",63.47159195,",",11.5
3566,81,",",67,",",9.649846077
3567,81,",",65.36096954,",",10.5
3568,81,",",69,",",8.639785767
3569,81,",",67.29638672,",",9.5
3570,81,",",71,",",7.65814209
3571,81,",",69.28421783,",",8.5
3572,81,",",73,",",6.705612659
3573,81,",",71.33110809,",",7.5
3574,81,",",75,",",5.782565117
3575,81,",",73.44402313,",",6.5
3576,81,",",77,",",4.889082909
3577,81,",",75.63030243,",",5.5
3578,81,",",79,",",4.025013924
3579,81,",",77.89770508,",",4.5
3580,81,",",81,",",3.190011024
3581,81,",",80.25449371,",",3.5
3582,81,",",83,",",2.38357091
3583,81,",",82.7095108,",",2.5
3584,81,",",85,",",1.6036762
3585,81,",",87,",",0.849376321
3586,81,",",85.27319336,",",1.5
3587,81,",",87.95627594,",",0.5
3588,82.28121948,",",3,",",35.5
3589,83,",",1,",",35.4064827
3590,82.54464722,",",1,",",35.5
3591,83,",",3,",",35.35325623
3592,81.74454498,",",5,",",35.5
3593,83,",",5,",",35.24673843
3594,83,",",7,",",35.08704758
3595,83,",",9,",",34.87446594
3596,83,",",11,",",34.60948563
3597,81.87349701,",",13,",",34.5
3598,83,",",13,",",34.28511047
3599,83,",",11.69415569,",",34.5
3600,83,",",15,",",33.90454865
3601,82.84937286,",",17,",",33.5
3602,83,",",17,",",33.47264481
3603,83,",",16.87839603,",",33.5
3604,83,",",19,",",32.97546768
3605,82.57387543,",",21,",",32.5
3606,83,",",21,",",32.42895699
3607,83,",",20.74962997,",",32.5
3608,83,",",23,",",31.81927299
3609,83,",",25,",",31.15617561
3610,83,",",23.98382759,",",31.5
3611,82.57724762,",",27,",",30.5
3612,83,",",27,",",30.44143486
3613,83,",",26.84217644,",",30.5
3614,83,",",29,",",29.66808319
3615,83,",",31,",",28.84295273
3616,83,",",29.41989899,",",29.5
3617,83,",",33,",",27.96964455
3618,83,",",31.80286789,",",28.5
3619,83,",",35,",",27.05032921
3620,83,",",34.03902054,",",27.5
3621,83,",",37,",",26.08796501
3622,83,",",36.15961838,",",26.5
3623,83,",",39,",",25.08625412
3624,83,",",38.18861389,",",25.5
3625,83,",",41,",",24.04955482
3626,83,",",40.14477539,",",24.5
3627,83,",",43,",",22.98278046
3628,83,",",42.04315186,",",23.5
3629,83,",",45,",",21.89123726
3630,83,",",43.89610291,",",22.5
3631,83,",",47,",",20.78048706
3632,83,",",45.71403503,",",21.5
3633,83,",",49,",",19.65617752
3634,83,",",47.50593567,",",20.5
3635,83,",",51,",",18.52389908
3636,83,",",49.27975464,",",19.5
3637,83,",",53,",",17.38554764
3638,83,",",52.8013649,",",17.5
3639,83,",",51.04270172,",",18.5
3640,83,",",55,",",16.24935436
3641,83,",",54.56246185,",",16.5
3642,83,",",57,",",15.12093258
3643,83,",",56.33200455,",",15.5
3644,83,",",59,",",14.00461006
3645,83,",",58.11579514,",",14.5
3646,83,",",61,",",12.90417767
3647,83,",",59.91959,",",13.5
3648,83,",",63,",",11.8228817
3649,83,",",61.74915314,",",12.5
3650,83,",",65,",",10.7634306
3651,83,",",63.6103096,",",11.5
3652,83,",",67,",",9.728017807
3653,83,",",65.50901794,",",10.5
3654,83,",",69,",",8.718360901
3655,83,",",67.45140076,",",9.5
3656,83,",",71,",",7.735741615
3657,83,",",69.44377899,",",8.5
3658,83,",",73,",",6.781051159
3659,83,",",71.4927597,",",7.5
3660,83,",",75,",",5.854839325
3661,83,",",73.60523987,",",6.5
3662,83,",",77,",",4.957361221
3663,83,",",75.78848267,",",5.5
3664,83,",",79,",",4.088620663
3665,83,",",78.05019379,",",4.5
3666,83,",",81,",",3.248411655
3667,83,",",80.39854431,",",3.5
3668,83,",",83,",",2.436356187
3669,83,",",82.84227753,",",2.5
3670,83,",",85,",",1.649932384
3671,83,",",87,",",0.889634341
3672,83,",",85.39220428,",",1.5
3673,83,",",88.05805969,",",0.5
3674,85,",",1,",",34.97742081
3675,85,",",3,",",34.92598343
3676,85,",",5,",",34.82305145
3677,85,",",7,",",34.66879272
3678,84.8235321,",",9,",",34.5
3679,85,",",9,",",34.46216965
3680,85,",",8.645587444,",",34.5
3681,83.54751587,",",11,",",34.5
3682,85,",",11,",",34.19705963
3683,85,",",13,",",33.88061523
3684,85,",",15,",",33.51403809
3685,85,",",17,",",33.08405685
3686,85,",",15.06797028,",",33.5
3687,85,",",19,",",32.60573578
3688,85,",",21,",",32.06643867
3689,85,",",19.40531349,",",32.5
3690,84.88129425,",",23,",",31.5
3691,85,",",23,",",31.47910309
3692,85,",",22.93162155,",",31.5
3693,85,",",25,",",30.82923698
3694,85,",",27,",",30.12932777
3695,85,",",25.9604702,",",30.5
3696,84.18251038,",",29,",",29.5
3697,85,",",29,",",29.37983131
3698,85,",",28.68954659,",",29.5
3699,85,",",31,",",28.57807541
3700,85,",",33,",",27.72546768
3701,85,",",31.18912888,",",28.5
3702,85,",",35,",",26.82833481
3703,85,",",33.51546097,",",27.5
3704,85,",",37,",",25.8892746
3705,85,",",35.71386719,",",26.5
3706,85,",",39,",",24.91158295
3707,85,",",37.81068039,",",25.5
3708,85,",",41,",",23.8991909
3709,85,",",39.8265152,",",24.5
3710,85,",",43,",",22.85656166
3711,85,",",41.77783585,",",23.5
3712,85,",",45,",",21.78857422
3713,85,",",43.67811203,",",22.5
3714,85,",",47,",",20.70039558
3715,85,",",45.53860092,",",21.5
3716,85,",",49,",",19.59732819
3717,85,",",47.36894608,",",20.5
3718,84.21466827,",",51,",",18.5
3719,85,",",51,",",18.48418427
3720,85,",",50.97209549,",",18.5
3721,85,",",49.17760468,",",19.5
3722,85,",",53,",",17.36352539
3723,85,",",52.75925446,",",17.5
3724,85,",",55,",",16.24370766
3725,85,",",54.54617691,",",16.5
3726,85,",",57,",",15.12948322
3727,85,",",56.33898163,",",15.5
3728,85,",",59,",",14.02516651
3729,85,",",58.14359665,",",14.5
3730,85,",",61,",",12.93459702
3731,85,",",59.96585083,",",13.5
3732,85,",",63,",",11.86110973
3733,85,",",61.81155396,",",12.5
3734,85,",",65,",",10.80753994
3735,85,",",63.68655777,",",11.5
3736,85,",",67,",",9.776232719
3737,85,",",65.59680939,",",10.5
3738,85,",",69,",",8.769070625
3739,85,",",67.54841614,",",9.5
3740,85,",",71,",",7.787508965
3741,85,",",69.54766083,",",8.5
3742,85,",",73,",",6.832613945
3743,85,",",71.60111237,",",7.5
3744,85,",",75,",",5.905105114
3745,85,",",73.71561432,",",6.5
3746,85,",",77,",",5.005399227
3747,85,",",75.89836884,",",5.5
3748,85,",",79,",",4.133651257
3749,85,",",78.15700531,",",4.5
3750,85,",",81,",",3.289794207
3751,85,",",80.4996109,",",3.5
3752,85,",",83,",",2.473575115
3753,85,",",82.93484497,",",2.5
3754,85,",",85,",",1.682162762
3755,85,",",87,",",0.917088509
3756,85,",",85.47376251,",",1.5
3757,85,",",88.12533569,",",0.5
3758,86.90533447,",",3,",",34.5
3759,87,",",3,",",34.47790909
3760,87,",",2.143080235,",",34.5
3761,87,",",1,",",34.52842331
3762,86.45835114,",",5,",",34.5
3763,87,",",5,",",34.37479782
3764,85.77262115,",",7,",",34.5
3765,87,",",7,",",34.2203598
3766,87,",",9,",",34.01498413
3767,87,",",11,",",33.75928116
3768,86.78555298,",",13,",",33.5
3769,87,",",13,",",33.45241928
3770,87,",",12.70021057,",",33.5
3771,85.06814575,",",15,",",33.5
3772,87,",",15,",",33.08614731
3773,87,",",17,",",32.67168045
3774,85.53617096,",",19,",",32.5
3775,87,",",19,",",32.20034027
3776,87,",",17.74721146,",",32.5
3777,87,",",21,",",31.67764091
3778,87,",",23,",",31.0984993
3779,87,",",21.63041687,",",31.5
3780,86.84848022,",",25,",",30.5
3781,87,",",25,",",30.47206306
3782,87,",",24.91409111,",",30.5
3783,87,",",27,",",29.78634453
3784,87,",",29,",",29.05227089
3785,87,",",27.79787636,",",29.5
3786,85.52075195,",",31,",",28.5
3787,87,",",31,",",28.27110672
3788,87,",",30.42873764,",",28.5
3789,86.61039734,",",33,",",27.5
3790,87,",",33,",",27.44375801
3791,87,",",32.86834717,",",27.5
3792,87,",",35,",",26.56926918
3793,87,",",37,",",25.65209389
3794,87,",",35.15546417,",",26.5
3795,87,",",39,",",24.69719696
3796,87,",",37.32648849,",",25.5
3797,87,",",41,",",23.70812035
3798,87,",",39.40755081,",",24.5
3799,87,",",43,",",22.6889267
3800,87,",",41.41667557,",",23.5
3801,87,",",45,",",21.64409256
3802,87,",",43.36854172,",",22.5
3803,87,",",47,",",20.57840347
3804,87,",",45.27536392,",",21.5
3805,86.93608856,",",49,",",19.5
3806,87,",",49,",",19.49671173
3807,87,",",48.99404144,",",19.5
3808,87,",",47.1475296,",",20.5
3809,87,",",51,",",18.40133476
3810,87,",",50.82240677,",",18.5
3811,87,",",53,",",17.30003738
3812,87,",",52.64086914,",",17.5
3813,87,",",55,",",16.19775009
3814,87,",",54.4561615,",",16.5
3815,87,",",57,",",15.09911156
3816,87,",",56.2746315,",",15.5
3817,87,",",59,",",14.00838089
3818,87,",",58.10236359,",",14.5
3819,87,",",61,",",12.92939663
3820,87,",",59.94530869,",",13.5
3821,87,",",63,",",11.86554527
3822,87,",",61.80934143,",",12.5
3823,87,",",65,",",10.81974602
3824,87,",",63.70036316,",",11.5
3825,87,",",67,",",9.794460297
3826,87,",",65.62433624,",",10.5
3827,87,",",69,",",8.791706085
3828,87,",",67.5873642,",",9.5
3829,87,",",71,",",7.813086987
3830,87,",",69.59572601,",",8.5
3831,87,",",73,",",6.85982275
3832,87,",",71.65594482,",",7.5
3833,87,",",75,",",5.932786942
3834,87,",",73.77481842,",",6.5
3835,87,",",77,",",5.03254652
3836,87,",",75.9595108,",",5.5
3837,87,",",79,",",4.159399509
3838,87,",",78.21755981,",",4.5
3839,87,",",81,",",3.313412428
3840,87,",",80.55699158,",",3.5
3841,87,",",83,",",2.494455695
3842,87,",",82.9863739,",",2.5
3843,87,",",85,",",1.699590802
3844,87,",",87,",",0.930957019
3845,87,",",85.51686096,",",1.5
3846,87,",",88.15693665,",",0.5
3847,89,",",1,",",34.04543304
3848,87.1223526,",",1,",",34.5
3849,89,",",3,",",33.99564743
3850,89,",",5,",",33.89604568
3851,89,",",7,",",33.74687958
3852,89,",",9,",",33.54855728
3853,88.13541412,",",11,",",33.5
3854,89,",",11,",",33.29463577
3855,89,",",9.394379616,",",33.5
3856,89,",",13,",",32.98973465
3857,89,",",15,",",32.63679886
3858,87.79135895,",",17,",",32.5
3859,89,",",17,",",32.22789764
3860,89,",",15.68655682,",",32.5
3861,89,",",19,",",31.76813316
3862,87.86034393,",",21,",",31.5
3863,89,",",21,",",31.25623894
3864,89,",",20.06692505,",",31.5
3865,89,",",23,",",30.69264412
3866,89,",",25,",",30.07544136
3867,89,",",23.64053345,",",30.5
3868,88.54212189,",",27,",",29.5
3869,89,",",27,",",29.41217613
3870,89,",",26.74357224,",",29.5
3871,89,",",29,",",28.6951046
3872,89,",",31,",",27.92993164
3873,89,",",29.523283,",",28.5
3874,89,",",33,",",27.12054253
3875,89,",",32.07901001,",",27.5
3876,87.47061157,",",35,",",26.5
3877,89,",",35,",",26.26835251
3878,89,",",34.46890259,",",26.5
3879,88.11315918,",",37,",",25.5
3880,89,",",37,",",25.37543297
3881,89,",",36.7281723,",",25.5
3882,88.56982422,",",39,",",24.5
3883,89,",",39,",",24.44450188
3884,89,",",38.88391113,",",24.5
3885,88.82002258,",",41,",",23.5
3886,89,",",41,",",23.47888374
3887,89,",",40.95737839,",",23.5
3888,88.83372498,",",43,",",22.5
3889,89,",",43,",",22.48243904
3890,89,",",42.9655838,",",22.5
3891,88.56906128,",",45,",",21.5
3892,89,",",45,",",21.45946884
3893,89,",",44.92243195,",",21.5
3894,87.96878052,",",47,",",20.5
3895,89,",",47,",",20.41460228
3896,89,",",46.83952713,",",20.5
3897,89,",",49,",",19.35267067
3898,89,",",48.72679138,",",19.5
3899,89,",",51,",",18.27858925
3900,89,",",50.59288788,",",18.5
3901,89,",",53,",",17.19723129
3902,89,",",52.4455719,",",17.5
3903,89,",",55,",",16.11332417
3904,89,",",54.29193115,",",16.5
3905,89,",",57,",",15.03135109
3906,89,",",56.13858414,",",15.5
3907,89,",",59,",",13.9554863
3908,89,",",57.99182129,",",14.5
3909,89,",",61,",",12.88953018
3910,89,",",59.85773849,",",13.5
3911,89,",",63,",",11.83687782
3912,89,",",61.74232864,",",12.5
3913,89,",",65,",",10.80050087
3914,89,",",63.65155029,",",11.5
3915,89,",",67,",",9.782940865
3916,89,",",65.59141541,",",10.5
3917,89,",",69,",",8.786322594
3918,89,",",67.56804657,",",9.5
3919,89,",",71,",",7.812371254
3920,89,",",69.58771515,",",8.5
3921,89,",",73,",",6.862437725
3922,89,",",71.65692902,",",7.5
3923,89,",",75,",",5.937533379
3924,89,",",73.78245544,",",6.5
3925,89,",",77,",",5.038360119
3926,89,",",75.9713974,",",5.5
3927,89,",",79,",",4.165349722
3928,89,",",78.23125458,",",4.5
3929,89,",",81,",",3.318695307
3930,89,",",80.56997681,",",3.5
3931,89,",",83,",",2.498385429
3932,89,",",82.99604034,",",2.5
