,0,,1,",",2
1615,41,",",73,",",2.889379501
1616,41,",",75,",",2.352087379
1617,41,",",74.44675446,",",2.5
1618,41,",",77,",",1.823156118
1619,41,",",79,",",1.304998934
1620,41,",",78.24436951,",",1.5
1621,41,",",81,",",0.795598179
1622,41,",",82.18093872,",",0.5
1623,41.37279892,",",1,",",31.5
1624,41.60942841,",",3,",",31.5
1625,42.4665451,",",1,",",32.5
1626,42.69909286,",",3,",",32.5
1627,43,",",3,",",32.75127411
1628,43,",",1,",",32.94429398
1629,41.05516052,",",5,",",30.5
1630,42.04520798,",",5,",",31.5
1631,43,",",5,",",32.37388802
1632,43,",",4.376750946,",",32.5
1633,41.64184952,",",7,",",30.5
1634,42.64810562,",",7,",",31.5
1635,43,",",7,",",31.81775475
1636,41.42398453,",",9,",",29.5
1637,42.36624908,",",9,",",30.5
1638,43,",",9,",",31.11236
1639,43,",",7.948451996,",",31.5
1640,41.33921814,",",11,",",28.5
1641,42.23851395,",",11,",",29.5
1642,43,",",11,",",30.27472305
1643,43,",",10.49637508,",",30.5
1644,41.34858704,",",13,",",27.5
1645,42.22369385,",",13,",",28.5
1646,43,",",13,",",29.31671143
1647,43,",",12.64141273,",",29.5
1648,41.42350388,",",15,",",26.5
1649,42.29104996,",",15,",",27.5
1650,43,",",15,",",28.25716209
1651,43,",",14.56553268,",",28.5
1652,41.54268646,",",17,",",25.5
1653,42.41764832,",",17,",",26.5
1654,43,",",17,",",27.12022972
1655,43,",",16.35738182,",",27.5
1656,41.6897583,",",19,",",24.5
1657,42.58600616,",",19,",",25.5
1658,43,",",19,",",25.93248749
1659,43,",",18.06769562,",",26.5
1660,41.85152435,",",21,",",23.5
1661,42.7823143,",",21,",",24.5
1662,43,",",21,",",24.71978378
1663,43,",",19.73012543,",",25.5
1664,41.06849289,",",23,",",21.5
1665,42.01671219,",",23,",",22.5
1666,42.99510193,",",23,",",23.5
1667,43,",",23,",",23.50471687
1668,43,",",21.36997223,",",24.5
1669,41.1571312,",",25,",",20.5
1670,42.17504883,",",25,",",21.5
1671,43,",",25,",",22.28915596
1672,43,",",24.65701866,",",22.5
1673,43,",",23.0080204,",",23.5
1674,41.21421432,",",27,",",19.5
1675,42.31656265,",",27,",",20.5
1676,43,",",27,",",21.10637093
1677,43,",",26.33747292,",",21.5
1678,41.22826004,",",29,",",18.5
1679,42.43099976,",",29,",",19.5
1680,43,",",29,",",19.96485138
1681,43,",",28.06331253,",",20.5
1682,41.18651581,",",31,",",17.5
1683,42.50730133,",",31,",",18.5
1684,43,",",31,",",18.86846924
1685,43,",",29.84696007,",",19.5
1686,41.07434845,",",33,",",16.5
1687,42.53308105,",",33,",",17.5
1688,43,",",33,",",17.81813049
1689,43,",",31.69931984,",",18.5
1690,42.49404144,",",35,",",16.5
1691,43,",",35,",",16.81281662
1692,43,",",33.62975311,",",17.5
1693,42.37332153,",",37,",",15.5
1694,43,",",37,",",15.85037422
1695,43,",",35.64614105,",",16.5
1696,42.15063858,",",39,",",14.5
1697,43,",",39,",",14.92809105
1698,43,",",37.75504303,",",15.5
1699,41.8012352,",",41,",",13.5
1700,43,",",41,",",14.04305077
1701,43,",",39.96192932,",",14.5
1702,41.29443741,",",43,",",12.5
1703,43,",",43,",",13.19236565
1704,43,",",42.27140808,",",13.5
1705,43,",",45,",",12.37330151
1706,43,",",44.68749619,",",12.5
1707,42.75531006,",",47,",",11.5
1708,43,",",47,",",11.58069611
1709,41.94351578,",",49,",",10.5
1710,43,",",49,",",10.81075668
1711,43,",",47.2077446,",",11.5
1712,43,",",51,",",10.06588268
1713,43,",",49.82938766,",",10.5
1714,43,",",53,",",9.344330788
1715,43,",",52.56495285,",",9.5
1716,42.33348846,",",55,",",8.5
1717,43,",",55,",",8.641001701
1718,43,",",57,",",7.95446682
1719,43,",",55.40779495,",",8.5
1720,43,",",59,",",7.287568092
1721,43,",",58.35887527,",",7.5
1722,42.08483887,",",61,",",6.5
1723,43,",",61,",",6.636330605
1724,43,",",63,",",5.998528481
1725,43,",",61.42471695,",",6.5
1726,43,",",65,",",5.377902985
1727,43,",",64.60384369,",",5.5
1728,43,",",67,",",4.768842697
1729,43,",",69,",",4.173667908
1730,43,",",67.89957428,",",4.5
1731,41.79632187,",",71,",",3.5
1732,43,",",71,",",3.592441559
1733,43,",",73,",",3.021069288
1734,43,",",71.32164001,",",3.5
1735,43,",",75,",",2.464410067
1736,43,",",74.87124634,",",2.5
1737,43,",",77,",",1.916134596
1738,43,",",79,",",1.381456316
1739,43,",",78.55418396,",",1.5
1740,43,",",81,",",0.855876863
1741,43,",",82.38314819,",",0.5
1742,43.76284409,",",1,",",33.5
1743,44.0227356,",",3,",",33.5
1744,45,",",3,",",34.1557579
1745,45,",",1,",",34.32647705
1746,43.15584564,",",5,",",32.5
1747,44.51634598,",",5,",",33.5
1748,45,",",5,",",33.82597733
1749,43.84804916,",",7,",",32.5
1750,45,",",7,",",33.34498978
1751,45,",",6.395020485,",",33.5
1752,43.44446945,",",9,",",31.5
1753,44.70533371,",",9,",",32.5
1754,45,",",9,",",32.71402359
1755,43.24190903,",",11,",",30.5
1756,44.42303085,",",11,",",31.5
1757,45,",",11,",",31.94728851
1758,45,",",9.593805313,",",32.5
1759,43.1876564,",",13,",",29.5
1760,44.31138611,",",13,",",30.5
1761,45,",",13,",",31.06245995
1762,45,",",12.05198288,",",31.5
1763,43.241539,",",15,",",28.5
1764,44.32824707,",",15,",",29.5
1765,45,",",15,",",30.0696125
1766,45,",",14.16972065,",",30.5
1767,43.37380219,",",17,",",27.5
1768,44.44159698,",",17,",",28.5
1769,45,",",17,",",28.98401451
1770,45,",",16.08266354,",",29.5
1771,43.562397,",",19,",",26.5
1772,44.62743759,",",19,",",27.5
1773,45,",",19,",",27.82509804
1774,45,",",17.86356735,",",28.5
1775,43.79069519,",",21,",",25.5
1776,44.86765289,",",21,",",26.5
1777,45,",",21,",",26.61458778
1778,45,",",19.55653191,",",27.5
1779,44.04572296,",",23,",",24.5
1780,45,",",23,",",25.36349297
1781,45,",",22.79040337,",",25.5
1782,45,",",21.19163132,",",26.5
1783,43.2192688,",",25,",",22.5
1784,44.31686401,",",25,",",23.5
1785,45,",",25,",",24.09391785
1786,45,",",24.37217331,",",24.5
1787,43.4372406,",",27,",",21.5
1788,44.59489441,",",27,",",22.5
1789,45,",",27,",",22.83481979
1790,45,",",25.95345306,",",23.5
1791,43.63994217,",",29,",",20.5
1792,44.87128067,",",29,",",21.5
1793,45,",",29,",",21.60022736
1794,45,",",27.54793358,",",22.5
1795,43.81819916,",",31,",",19.5
1796,45,",",31,",",20.39314651
1797,45,",",30.82456589,",",20.5
1798,45,",",29.16834259,",",21.5
1799,43.96208572,",",33,",",18.5
1800,45,",",33,",",19.22359657
1801,45,",",32.52717781,",",19.5
1802,44.06046295,",",35,",",17.5
1803,45,",",35,",",18.10117531
1804,45,",",34.2877655,",",18.5
1805,44.10045242,",",37,",",16.5
1806,45,",",37,",",17.02600288
1807,45,",",36.11543655,",",17.5
1808,44.06685638,",",39,",",15.5
1809,45,",",39,",",15.99677086
1810,45,",",38.01836014,",",16.5
1811,43.94143295,",",41,",",14.5
1812,45,",",41,",",15.01131725
1813,45,",",40.00378036,",",15.5
1814,43.70197678,",",43,",",13.5
1815,45,",",43,",",14.06705379
1816,45,",",42.07810974,",",14.5
1817,43.32111359,",",45,",",12.5
1818,45,",",45,",",13.16123486
1819,45,",",44.24707794,",",13.5
1820,45,",",47,",",12.29114056
1821,45,",",46.51586914,",",12.5
1822,45,",",49,",",11.45417213
1823,45,",",48.8893013,",",11.5
1824,44.50259399,",",51,",",10.5
1825,45,",",51,",",10.64362621
1826,43.60364532,",",53,",",9.5
1827,45,",",53,",",9.860149384
1828,45,",",51.36371613,",",10.5
1829,45,",",55,",",9.103264809
1830,45,",",53.94664764,",",9.5
1831,45,",",57,",",8.371235371
1832,45,",",56.64521408,",",8.5
1833,44.14463043,",",59,",",7.5
1834,45,",",59,",",7.658837318
1835,45,",",61,",",6.96558857
1836,45,",",59.45504761,",",7.5
1837,45,",",63,",",6.293309689
1838,45,",",62.38115692,",",6.5
1839,43.93859482,",",65,",",5.5
1840,45,",",65,",",5.638179302
1841,45,",",67,",",4.99812603
1842,45,",",65.42894745,",",5.5
1843,45,",",69,",",4.37635231
1844,45,",",68.59954834,",",4.5
1845,45,",",71,",",3.767593384
1846,45,",",73,",",3.173804045
1847,45,",",71.89741516,",",3.5
1848,43.545681,",",75,",",2.5
1849,45,",",75,",",2.594925642
1850,45,",",77,",",2.027108431
1851,45,",",75.33231354,",",2.5
1852,45,",",79,",",1.474737585
1853,45,",",78.90787506,",",1.5
1854,45,",",81,",",0.931688458
1855,45,",",82.63096619,",",0.5
1856,45.30147171,",",1,",",34.5
1857,45.59498978,",",3,",",34.5
1858,47,",",3,",",35.24861526
1859,47,",",1,",",35.40047455
1860,46.15690994,",",5,",",34.5
1861,47,",",5,",",34.95251083
1862,45.24248123,",",7,",",33.5
1863,46.95149994,",",7,",",34.5
1864,47,",",7,",",34.52619553
1865,46.23362732,",",9,",",33.5
1866,47,",",9,",",33.94842148
1867,47,",",7.098182678,",",34.5
1868,45.80329132,",",11,",",32.5
1869,47,",",11,",",33.25442886
1870,47,",",10.330369,",",33.5
1871,45.59590912,",",13,",",31.5
1872,47,",",13,",",32.44459343
1873,47,",",12.8732605,",",32.5
1874,45.55728531,",",15,",",30.5
1875,46.96747208,",",15,",",31.5
1876,47,",",15,",",31.52127838
1877,45.64516068,",",17,",",29.5
1878,47,",",17,",",30.49894714
1879,47,",",16.99808311,",",30.5
1880,47,",",15.0446043,",",31.5
1881,45.82773209,",",19,",",28.5
1882,47,",",19,",",29.38590431
1883,47,",",18.80632782,",",29.5
1884,46.0813446,",",21,",",27.5
1885,47,",",21,",",28.20156479
1886,47,",",20.51652336,",",28.5
1887,45.15678787,",",23,",",25.5
1888,46.38831711,",",23,",",26.5
1889,47,",",23,",",26.96572113
1890,47,",",22.15833282,",",27.5
1891,45.48031235,",",25,",",24.5
1892,46.73516464,",",25,",",25.5
1893,47,",",25,",",25.69852257
1894,47,",",23.75331497,",",26.5
1895,45.81943893,",",27,",",23.5
1896,47,",",27,",",24.4126358
1897,47,",",26.86919975,",",24.5
1898,47,",",25.31869698,",",25.5
1899,46.16572189,",",29,",",22.5
1900,47,",",29,",",23.11747169
1901,47,",",28.41792679,",",23.5
1902,45.140522,",",31,",",20.5
1903,46.51141739,",",31,",",21.5
1904,47,",",31,",",21.843153
1905,47,",",29.97660828,",",22.5
1906,45.39083862,",",33,",",19.5
1907,46.84891891,",",33,",",20.5
1908,47,",",33,",",20.59992599
1909,47,",",31.55609512,",",21.5
1910,45.60969925,",",35,",",18.5
1911,47,",",35,",",19.38843918
1912,47,",",34.81702805,",",19.5
1913,47,",",33.16673279,",",20.5
1914,45.78703308,",",37,",",17.5
1915,47,",",37,",",18.21665192
1916,47,",",36.51580429,",",18.5
1917,45.91116333,",",39,",",16.5
1918,47,",",39,",",17.09204483
1919,47,",",38.27265167,",",17.5
1920,45.96827698,",",41,",",15.5
1921,47,",",41,",",16.01418209
1922,47,",",40.09565353,",",16.5
1923,45.94177628,",",43,",",14.5
1924,47,",",43,",",14.98159599
1925,47,",",41.99225235,",",15.5
1926,45.81149292,",",45,",",13.5
1927,47,",",45,",",13.99220467
1928,47,",",43.96930313,",",14.5
1929,45.55263519,",",47,",",12.5
1930,47,",",47,",",13.04361629
1931,47,",",46.0331192,",",13.5
1932,45.13436127,",",49,",",11.5
1933,47,",",49,",",12.13332176
1934,47,",",48.18958282,",",12.5
1935,47,",",51,",",11.25883675
1936,47,",",50.44426727,",",11.5
1937,47,",",53,",",10.41776848
1938,47,",",52.80254745,",",10.5
1939,46.58041382,",",55,",",9.5
1940,47,",",55,",",9.605029106
1941,45.57428741,",",57,",",8.5
1942,47,",",57,",",8.81901741
1943,47,",",55.26506805,",",9.5
1944,47,",",59,",",8.06025219
1945,47,",",57.83615494,",",8.5
1946,47,",",61,",",7.327064514
1947,47,",",60.52467728,",",7.5
1948,46.28253174,",",63,",",6.5
1949,47,",",63,",",6.615495205
1950,47,",",65,",",5.923098564
1951,47,",",63.33113861,",",6.5
1952,47,",",67,",",5.252415657
1953,47,",",66.25744629,",",5.5
1954,46.10295486,",",69,",",4.5
1955,47,",",69,",",4.600509644
1956,47,",",71,",",3.963942051
1957,47,",",69.31357574,",",4.5
1958,47,",",73,",",3.346319199
1959,47,",",72.49916077,",",3.5
1960,47,",",75,",",2.743076324
1961,47,",",77,",",2.155074954
1962,47,",",75.82295227,",",2.5
1963,45.46746063,",",79,",",1.5
1964,47,",",79,",",1.582812786
1965,47,",",81,",",1.022228777
1966,47,",",79.2935791,",",1.5
1967,47,",",82.91696167,",",0.5
1968,47.22239304,",",1,",",35.5
1969,47.55886459,",",3,",",35.5
1970,49,",",3,",",36.0997467
1971,49,",",1,",",36.2358551
1972,48.20684052,",",5,",",35.5
1973,49,",",5,",",35.83311462
1974,49,",",7,",",35.44245148
1975,49,",",6.724755764,",",35.5
1976,48.10173416,",",9,",",34.5
1977,49,",",9,",",34.91488266
1978,47.45035172,",",11,",",33.5
1979,49,",",11,",",34.2768631
1980,49,",",10.33685875,",",34.5
1981,47.09406662,",",13,",",32.5
1982,48.94353485,",",13,",",33.5
1983,49,",",13,",",33.5282135
1984,48.69428253,",",15,",",32.5
1985,49,",",15,",",32.6631012
1986,49,",",13.07015514,",",33.5
1987,47.00159073,",",17,",",30.5
1988,48.64202499,",",17,",",31.5
1989,49,",",17,",",31.70177269
1990,49,",",15.3600111,",",32.5
1991,47.16582108,",",19,",",29.5
1992,48.7408638,",",19,",",30.5
1993,49,",",19,",",30.65250015
1994,49,",",17.40572929,",",31.5
1995,47.4238472,",",21,",",28.5
1996,48.95580292,",",21,",",29.5
1997,49,",",21,",",29.52681923
1998,49,",",19.28547478,",",30.5
1999,47.75206375,",",23,",",27.5
2000,49,",",23,",",28.32646942
2001,49,",",22.72408104,",",28.5
2002,49,",",21.04760742,",",29.5
2003,48.13306046,",",25,",",26.5
2004,49,",",25,",",27.07509422
2005,49,",",24.34096527,",",27.5
2006,47.11788177,",",27,",",24.5
2007,48.55375671,",",27,",",25.5
2008,49,",",27,",",25.7930069
2009,49,",",25.91595078,",",26.5
2010,47.53381729,",",29,",",23.5
2011,49,",",29,",",24.49724007
2012,49,",",28.995924,",",24.5
2013,49,",",27.46339226,",",25.5
2014,47.95708466,",",31,",",22.5
2015,49,",",31,",",23.18372345
2016,49,",",30.52621841,",",23.5
2017,48.3806839,",",33,",",21.5
2018,49,",",33,",",21.88795471
2019,49,",",32.06330681,",",22.5
2020,47.17472839,",",35,",",19.5
2021,48.79776764,",",35,",",20.5
2022,49,",",35,",",20.62012863
2023,49,",",33.61685562,",",21.5
2024,47.47629547,",",37,",",18.5
2025,49,",",37,",",19.38116646
2026,49,",",36.80986023,",",19.5
2027,49,",",35.1962204,",",20.5
2028,47.73964691,",",39,",",17.5
2029,49,",",39,",",18.17868233
2030,49,",",38.46570969,",",18.5
2031,47.95415878,",",41,",",16.5
2032,49,",",41,",",17.02183151
2033,49,",",40.17229843,",",17.5
2034,48.10719681,",",43,",",15.5
2035,49,",",43,",",15.91096783
2036,49,",",41.93746185,",",16.5
2037,48.18355942,",",45,",",14.5
2038,49,",",45,",",14.84532452
2039,49,",",43.76861191,",",15.5
2040,48.16475677,",",47,",",13.5
2041,49,",",47,",",13.82339954
2042,49,",",45.67272949,",",14.5
2043,48.02806091,",",49,",",12.5
2044,49,",",49,",",12.84325409
2045,49,",",47.65639877,",",13.5
2046,47.7452774,",",51,",",11.5
2047,49,",",51,",",11.90271854
2048,49,",",49.72587967,",",12.5
2049,47.28107452,",",53,",",10.5
2050,49,",",53,",",10.9995451
2051,49,",",51.88718414,",",11.5
2052,49,",",55,",",10.13149834
2053,49,",",54.14617538,",",10.5
2054,49,",",57,",",9.296421051
2055,49,",",56.50867462,",",9.5
2056,49,",",59,",",8.492266178
2057,49,",",58.98056412,",",8.5
2058,47.89617538,",",61,",",7.5
2059,49,",",61,",",7.712246895
2060,49,",",63,",",6.959349632
2061,49,",",61.56003952,",",7.5
2062,49,",",65,",",6.232190609
2063,49,",",64.25894928,",",6.5
2064,48.79141235,",",67,",",5.5
2065,49,",",67,",",5.528759956
2066,49,",",69,",",4.843187332
2067,49,",",67.08320618,",",5.5
2068,49,",",71,",",4.17963624
2069,49,",",70.02994537,",",4.5
2070,48.61667633,",",73,",",3.5
2071,49,",",73,",",3.536382675
2072,49,",",75,",",2.907926559
2073,49,",",73.11488342,",",3.5
2074,49,",",77,",",2.298740745
2075,49,",",76.33551788,",",2.5
2076,49,",",79,",",1.705083013
2077,49,",",81,",",1.126465917
2078,49,",",79.7052536,",",1.5
2079,47.51788712,",",83,",",0.5
2080,49,",",83,",",0.564197756
2081,49,",",83.23176575,",",0.5
2082,49.7783165,",",1,",",36.5
2083,50.17348099,",",3,",",36.5
2084,51,",",3,",",36.7620163
2085,51,",",1,",",36.88513184
2086,50.93605804,",",5,",",36.5
2087,51,",",5,",",36.52049255
2088,49.15196228,",",7,",",35.5
2089,51,",",7,",",36.14770508
2090,51,",",5.117884159,",",36.5
2091,50.52505493,",",9,",",35.5
2092,51,",",9,",",35.6690712
2093,49.52978516,",",11,",",34.5
2094,51,",",11,",",35.07236099
2095,51,",",9.598503113,",",35.5
2096,51,",",13,",",34.37619019
2097,51,",",12.66648293,",",34.5
2098,50.82598495,",",15,",",33.5
2099,51,",",15,",",33.57390976
2100,50.62592697,",",17,",",32.5
2101,51,",",17,",",32.67014313
2102,51,",",15.17462158,",",33.5
2103,50.63095856,",",19,",",31.5
2104,51,",",19,",",31.67785454
2105,51,",",17.36260414,",",32.5
2106,50.7922287,",",21,",",30.5
2107,51,",",21,",",30.60486603
2108,51,",",19.34926987,",",31.5
2109,49.2878418,",",23,",",28.5
2110,51,",",23,",",29.45900726
2111,51,",",22.9326992,",",29.5
2112,51,",",21.19326591,",",30.5
2113,49.69518661,",",25,",",27.5
2114,51,",",25,",",28.24445915
2115,51,",",24.59550476,",",28.5
2116,50.15542984,",",27,",",26.5
2117,51,",",27,",",26.98491859
2118,51,",",26.20290565,",",27.5
2119,49.00428772,",",29,",",24.5
2120,50.6558075,",",29,",",25.5
2121,51,",",29,",",25.69662094
2122,51,",",27.77016258,",",26.5
2123,49.504776,",",31,",",23.5
2124,51,",",31,",",24.38809776
2125,51,",",30.8349514,",",24.5
2126,51,",",29.31011581,",",25.5
2127,50.01291656,",",33,",",22.5
2128,51,",",33,",",23.06869698
2129,51,",",32.35579872,",",23.5
2130,50.52241898,",",35,",",21.5
2131,51,",",35,",",21.76462173
2132,51,",",33.88048935,",",22.5
2133,49.20845413,",",37,",",19.5
2134,51,",",37,",",20.48483086
2135,51,",",36.97678757,",",20.5
2136,51,",",35.41792679,",",21.5
2137,49.60068512,",",39,",",18.5
2138,51,",",39,",",19.22524452
2139,51,",",38.56547928,",",19.5
2140,49.95766068,",",41,",",17.5
2141,51,",",41,",",18.0064106
2142,51,",",40.19108582,",",18.5
2143,50.26970291,",",43,",",16.5
2144,51,",",43,",",16.83089066
2145,51,",",41.86141586,",",17.5
2146,50.52523804,",",45,",",15.5
2147,51,",",45,",",15.69967937
2148,51,",",43.58402634,",",16.5
2149,50.71026993,",",47,",",14.5
2150,51,",",47,",",14.61263466
2151,51,",",45.36616135,",",15.5
2152,50.807724,",",49,",",13.5
2153,51,",",49,",",13.56881523
2154,51,",",47.21476746,",",14.5
2155,50.79660416,",",51,",",12.5
2156,51,",",51,",",12.5667572
2157,51,",",49.13651276,",",13.5
2158,50.65087891,",",53,",",11.5
2159,51,",",53,",",11.60468388
2160,51,",",51.1378212,",",12.5
2161,50.33797073,",",55,",",10.5
2162,51,",",55,",",10.68064785
2163,51,",",53.22494507,",",11.5
2164,49.81670761,",",57,",",9.5
2165,51,",",57,",",9.792644501
2166,51,",",55.40403748,",",10.5
2167,49.03442383,",",59,",",8.5
2168,51,",",59,",",8.938678741
2169,51,",",57.68123627,",",9.5
2170,51,",",61,",",8.116814137
2171,51,",",60.06275177,",",8.5
2172,51,",",63,",",7.325203896
2173,51,",",62.55496979,",",7.5
2174,50.62840271,",",65,",",6.5
2175,51,",",65,",",6.560831547
2176,51,",",67,",",5.819625854
2177,51,",",65.16279602,",",6.5
2178,51,",",69,",",5.103943825
2179,51,",",67.88864899,",",5.5
2180,51,",",71,",",4.412415266
2181,51,",",70.74459839,",",4.5
2182,51,",",73,",",3.739812136
2183,51,",",75,",",3.087711573
2184,51,",",73.73145294,",",3.5
2185,51,",",77,",",2.456531286
2186,51,",",76.8611145,",",2.5
2187,51,",",79,",",1.840489149
2188,51,",",81,",",1.243147433
2189,51,",",80.13592529,",",1.5
2190,51,",",83,",",0.662191927
2191,51,",",83.56954956,",",0.5
2192,53,",",1,",",37.38101578
2193,53,",",3,",",37.26159668
2194,53,",",5,",",37.02839279
2195,52.26682281,",",7,",",36.5
2196,53,",",7,",",36.68990326
2197,53,",",9,",",36.24037933
2198,53,",",7.881455421,",",36.5
2199,52.35515213,",",11,",",35.5
2200,53,",",11,",",35.68933487
2201,51.35479736,",",13,",",34.5
2202,53,",",13,",",35.03253937
2203,53,",",11.6076746,",",35.5
2204,53,",",15,",",34.28294754
2205,53,",",14.45093536,",",34.5
2206,53,",",17,",",33.4400177
2207,53,",",16.8669281,",",33.5
2208,52.98625946,",",19,",",32.5
2209,53,",",19,",",32.50529099
2210,53,",",21,",",31.48475075
2211,53,",",20.97195625,",",31.5
2212,53,",",19.0110569,",",32.5
2213,51.08247375,",",23,",",29.5
2214,53,",",23,",",30.38532448
2215,53,",",22.80214691,",",30.5
2216,51.49806976,",",25,",",28.5
2217,53,",",25,",",29.21820831
2218,53,",",24.53632545,",",29.5
2219,51.98534775,",",27,",",27.5
2220,53,",",27,",",27.99635696
2221,53,",",26.19839668,",",28.5
2222,52.52695847,",",29,",",26.5
2223,53,",",29,",",26.73395538
2224,53,",",27.80616379,",",27.5
2225,51.20149231,",",31,",",24.5
2226,53,",",31,",",25.44192505
2227,53,",",30.91393661,",",25.5
2228,53,",",29.37382889,",",26.5
2229,51.79270172,",",33,",",23.5
2230,53,",",33,",",24.12280273
2231,53,",",32.43916512,",",24.5
2232,52.39237976,",",35,",",22.5
2233,53,",",35,",",22.80585289
2234,53,",",33.95684433,",",23.5
2235,51.02856827,",",37,",",20.5
2236,52.99491501,",",37,",",21.5
2237,53,",",37,",",21.50247574
2238,53,",",35.47563171,",",22.5
2239,51.54442215,",",39,",",19.5
2240,53,",",39,",",20.20713234
2241,53,",",38.55136871,",",20.5
2242,53,",",37.00392151,",",21.5
2243,52.03534698,",",41,",",18.5
2244,53,",",41,",",18.94468689
2245,53,",",40.12351608,",",19.5
2246,52.49396896,",",43,",",17.5
2247,53,",",43,",",17.72003746
2248,53,",",41.72793579,",",18.5
2249,52.91149139,",",45,",",16.5
2250,53,",",45,",",16.53610992
2251,53,",",43.37207794,",",17.5
2252,53,",",47,",",15.3901329
2253,53,",",46.80786133,",",15.5
2254,53,",",45.0632019,",",16.5
2255,53,",",49,",",14.28755188
2256,53,",",48.6129837,",",14.5
2257,53,",",51,",",13.22903824
2258,53,",",50.48553848,",",13.5
2259,53,",",53,",",12.21318054
2260,53,",",52.43225098,",",12.5
2261,53,",",55,",",11.23824024
2262,53,",",54.45973587,",",11.5
2263,53,",",57,",",10.30230141
2264,53,",",56.57452774,",",10.5
2265,53,",",59,",",9.40336895
2266,53,",",58.78317261,",",9.5
2267,52.81593704,",",61,",",8.5
2268,53,",",61,",",8.538508415
2269,51.91936874,",",63,",",7.5
2270,53,",",63,",",7.703946114
2271,53,",",61.09152222,",",8.5
2272,53,",",65,",",6.90040493
2273,53,",",63.50418854,",",7.5
2274,53,",",67,",",6.126216888
2275,53,",",66.02970123,",",6.5
2276,53,",",69,",",5.379794598
2277,53,",",68.6753006,",",5.5
2278,51.71455765,",",71,",",4.5
2279,53,",",71,",",4.656844616
2280,53,",",73,",",3.956717014
2281,53,",",71.44495392,",",4.5
2282,53,",",75,",",3.280373812
2283,53,",",74.34654236,",",3.5
2284,51.51561356,",",77,",",2.5
2285,53,",",77,",",2.624731302
2286,53,",",79,",",1.987404585
2287,53,",",77.38874054,",",2.5
2288,53,",",81,",",1.370812833
2289,53,",",80.57807159,",",1.5
2290,53,",",83,",",0.770506918
2291,53,",",83.92415619,",",0.5
2292,53.64228821,",",1,",",37.5
2293,54.28407669,",",3,",",37.5
2294,55,",",3,",",37.62395477
2295,55,",",1,",",37.73412323
2296,55,",",5,",",37.40559387
2297,55,",",4.169054985,",",37.5
2298,55,",",7,",",37.08071518
2299,54.19067001,",",9,",",36.5
2300,55,",",9,",",36.66492462
2301,55,",",11,",",36.1463356
2302,55,",",9.668341637,",",36.5
2303,54.82991791,",",13,",",35.5
2304,55,",",13,",",35.54059982
2305,53.76008224,",",15,",",34.5
2306,55,",",15,",",34.82996368
2307,55,",",13.12221527,",",35.5
2308,53.18966675,",",17,",",33.5
2309,55,",",17,",",34.0325737
2310,55,",",15.86192513,",",34.5
2311,55,",",19,",",33.14881516
2312,55,",",18.23752594,",",33.5
2313,53.04077148,",",21,",",31.5
2314,55,",",21,",",32.18136215
2315,55,",",20.36942482,",",32.5
2316,53.28764725,",",23,",",30.5
2317,55,",",23,",",31.13549232
2318,55,",",22.330019,",",31.5
2319,53.67237854,",",25,",",29.5
2320,55,",",25,",",30.01906586
2321,55,",",24.16545296,",",30.5
2322,54.15860367,",",27,",",28.5
2323,55,",",27,",",28.84218788
2324,55,",",25.90687752,",",29.5
2325,54.72091675,",",29,",",27.5
2326,55,",",29,",",27.61662674
2327,55,",",27.57660484,",",28.5
2328,53.12126923,",",31,",",25.5
2329,55,",",31,",",26.34605789
2330,55,",",30.76690483,",",26.5
2331,55,",",29.19161415,",",27.5
2332,53.79096603,",",33,",",24.5
2333,55,",",33,",",25.04470825
2334,55,",",32.31471634,",",25.5
2335,54.47675705,",",35,",",23.5
2336,55,",",35,",",23.73345375
2337,55,",",33.84386063,",",24.5
2338,55,",",37,",",22.42009354
2339,55,",",36.88172531,",",22.5
2340,55,",",35.36317444,",",23.5
2341,53.63134384,",",39,",",20.5
2342,55,",",39,",",21.10800171
2343,55,",",38.40869141,",",21.5
2344,54.25128937,",",41,",",19.5
2345,55,",",41,",",19.81963158
2346,55,",",39.94936752,",",20.5
2347,54.84886169,",",43,",",18.5
2348,55,",",43,",",18.56158829
2349,55,",",41.51111603,",",19.5
2350,55,",",45,",",17.33152008
2351,55,",",44.72718811,",",17.5
2352,55,",",43.10119629,",",18.5
2353,53.28657532,",",47,",",15.5
2354,55,",",47,",",16.13961124
2355,55,",",46.39517975,",",16.5
2356,53.59486389,",",49,",",14.5
2357,55,",",49,",",14.99018002
2358,55,",",48.111866,",",15.5
2359,53.81792068,",",51,",",13.5
2360,55,",",51,",",13.88359356
2361,55,",",49.88409805,",",14.5
2362,53.93714905,",",53,",",12.5
2363,55,",",53,",",12.81943893
2364,55,",",51.71861267,",",13.5
2365,53.92942429,",",55,",",11.5
2366,55,",",55,",",11.79674721
2367,55,",",53.62207031,",",12.5
2368,53.76583862,",",57,",",10.5
2369,55,",",57,",",10.81417561
2370,55,",",55.60105515,",",11.5
2371,53.41003799,",",59,",",9.5
2372,55,",",59,",",9.870145798
2373,55,",",57.66214752,",",10.5
2374,55,",",61,",",8.962949753
2375,55,",",59.81196213,",",9.5
2376,55,",",63,",",8.090821266
2377,55,",",62.05721283,",",8.5
2378,55,",",65,",",7.251995087
2379,55,",",64.40479279,",",7.5
2380,55,",",67,",",6.444740772
2381,55,",",66.86185455,",",6.5
